team,opponent,home_score,away_score,game_duration,attendance,game_start,game_finish
TOR,TBR,2,12,2:43,27321,2016-05-17 19:07:00,2016-05-17 21:50:00
TOR,TBR,3,6,2:48,29078,2016-05-18 19:07:00,2016-05-18 21:55:00
TOR,BOS,7,5,2:53,46470,2016-05-27 19:07:00,2016-05-27 22:00:00
TOR,BOS,10,9,3:37,48154,2016-05-28 15:07:00,2016-05-28 18:44:00
TOR,BOS,3,5,4:07,47916,2016-05-29 13:07:00,2016-05-29 17:14:00
TOR,NYY,4,2,2:26,32921,2016-05-30 19:07:00,2016-05-30 21:33:00
TOR,NYY,4,1,2:37,33419,2016-05-31 19:07:00,2016-05-31 21:44:00
TOR,NYY,7,0,2:57,39512,2016-06-01 19:07:00,2016-06-01 22:04:00
TOR,BAL,5,6,3:12,41448,2016-06-09 19:07:00,2016-06-09 22:19:00
TOR,BAL,4,3,2:54,44439,2016-06-10 19:07:00,2016-06-10 22:01:00
TOR,BAL,11,6,3:05,47651,2016-06-11 15:07:00,2016-06-11 18:12:00
TOR,BAL,10,9,3:11,47249,2016-06-12 13:07:00,2016-06-12 16:18:00
TOR,PHI,0,7,2:55,35678,2016-06-13 19:07:00,2016-06-13 22:02:00
TOR,PHI,11,3,2:43,47066,2016-06-14 12:37:00,2016-06-14 15:20:00
TOR,ARI,2,4,2:42,41838,2016-06-21 19:07:00,2016-06-21 21:49:00
TOR,ARI,5,2,2:54,46967,2016-06-22 12:37:00,2016-06-22 15:31:00
TOR,CLE,1,4,2:33,41365,2016-06-30 19:07:00,2016-06-30 21:40:00
TOR,CLE,1,2,6:13,45825,2016-07-01 12:37:00,2016-07-01 18:50:00
TOR,CLE,9,6,3:19,46197,2016-07-02 15:07:00,2016-07-02 18:26:00
TOR,CLE,17,1,3:10,45962,2016-07-03 13:07:00,2016-07-03 16:17:00
TOR,KCR,6,2,2:10,36438,2016-07-04 19:07:00,2016-07-04 21:17:00
TOR,KCR,8,3,2:32,35917,2016-07-05 19:07:00,2016-07-05 21:39:00
TOR,KCR,4,2,2:16,39971,2016-07-06 19:07:00,2016-07-06 21:23:00
TOR,DET,5,4,3:18,46283,2016-07-07 19:07:00,2016-07-07 22:25:00
TOR,DET,6,0,3:07,43228,2016-07-08 19:07:00,2016-07-08 22:14:00
TOR,DET,2,3,2:47,47684,2016-07-09 15:07:00,2016-07-09 17:54:00
TOR,DET,6,1,2:49,47747,2016-07-10 13:07:00,2016-07-10 15:56:00
TOR,SEA,1,2,2:41,46737,2016-07-22 19:07:00,2016-07-22 21:48:00
TOR,SEA,5,14,3:18,47517,2016-07-23 15:07:00,2016-07-23 18:25:00
TOR,SEA,2,0,2:21,47488,2016-07-24 13:07:00,2016-07-24 15:28:00
TOR,SDP,4,2,2:41,41483,2016-07-25 19:07:00,2016-07-25 21:48:00
TOR,SDP,7,6,3:58,45515,2016-07-26 19:07:00,2016-07-26 23:05:00
TOR,SDP,4,8,2:42,47301,2016-07-27 12:37:00,2016-07-27 15:19:00
TOR,BAL,6,5,2:45,46112,2016-07-29 19:07:00,2016-07-29 21:52:00
TOR,BAL,9,1,2:52,47305,2016-07-30 15:07:00,2016-07-30 17:59:00
TOR,BAL,2,6,3:47,46792,2016-07-31 13:07:00,2016-07-31 16:54:00
TOR,TBR,7,5,3:13,43812,2016-08-08 19:07:00,2016-08-08 22:20:00
TOR,TBR,2,9,2:56,43134,2016-08-09 19:07:00,2016-08-09 22:03:00
TOR,TBR,7,0,3:01,45501,2016-08-10 19:07:00,2016-08-10 22:08:00
TOR,HOU,3,5,2:49,46330,2016-08-12 19:07:00,2016-08-12 21:56:00
TOR,HOU,4,2,2:35,47505,2016-08-13 15:07:00,2016-08-13 17:42:00
TOR,HOU,9,2,2:59,47261,2016-08-14 13:07:00,2016-08-14 16:06:00
TOR,LAA,7,2,2:38,46696,2016-08-23 19:07:00,2016-08-23 21:45:00
TOR,LAA,2,8,3:21,44404,2016-08-24 19:07:00,2016-08-24 22:28:00
TOR,LAA,3,6,3:06,46273,2016-08-25 19:07:00,2016-08-25 22:13:00
TOR,MIN,15,8,3:11,42534,2016-08-26 19:07:00,2016-08-26 22:18:00
TOR,MIN,8,7,3:06,47485,2016-08-27 15:07:00,2016-08-27 18:13:00
TOR,MIN,9,6,3:00,47444,2016-08-28 13:07:00,2016-08-28 16:07:00
TOR,BOS,3,13,3:23,46953,2016-09-09 19:07:00,2016-09-09 22:30:00
TOR,BOS,3,2,3:03,47829,2016-09-10 15:07:00,2016-09-10 18:10:00
TOR,BOS,8,11,3:46,47816,2016-09-11 13:07:00,2016-09-11 16:53:00
TOR,TBR,3,2,2:13,35333,2016-09-12 19:07:00,2016-09-12 21:20:00
TOR,TBR,2,6,3:10,38338,2016-09-13 19:07:00,2016-09-13 22:17:00
TOR,TBR,1,8,2:58,41001,2016-09-14 12:37:00,2016-09-14 15:35:00
TOR,NYY,9,0,3:06,47016,2016-09-23 19:07:00,2016-09-23 22:13:00
TOR,NYY,3,0,2:34,47828,2016-09-24 15:07:00,2016-09-24 17:41:00
TOR,NYY,4,3,3:19,47896,2016-09-25 13:07:00,2016-09-25 16:26:00
TOR,NYY,5,7,3:22,44532,2016-09-26 19:07:00,2016-09-26 22:29:00
TOR,BAL,5,1,2:39,44762,2016-09-27 19:07:00,2016-09-27 21:46:00
TOR,BAL,2,3,3:04,44668,2016-09-28 19:07:00,2016-09-28 22:11:00
TOR,BAL,0,4,2:35,47791,2016-09-29 19:07:00,2016-09-29 21:42:00
TOR,MIL,3,4,3:31,48456,2017-04-11 19:07:00,2017-04-11 22:38:00
TOR,MIL,0,2,2:15,29919,2017-04-12 19:07:00,2017-04-12 21:22:00
TOR,BAL,1,2,2:45,32957,2017-04-13 19:07:00,2017-04-13 21:52:00
TOR,BAL,4,6,3:18,39547,2017-04-14 19:07:00,2017-04-14 22:25:00
TOR,BAL,2,1,2:39,40743,2017-04-15 15:07:00,2017-04-15 17:46:00
TOR,BAL,4,11,3:30,38188,2017-04-16 13:07:00,2017-04-16 16:37:00
TOR,BOS,7,8,3:48,29281,2017-04-18 19:07:00,2017-04-18 22:55:00
TOR,BOS,3,0,2:45,30842,2017-04-19 19:07:00,2017-04-19 21:52:00
TOR,BOS,1,4,3:07,44283,2017-04-20 12:37:00,2017-04-20 15:44:00
TOR,TBR,4,7,3:16,36256,2017-04-28 19:07:00,2017-04-28 22:23:00
TOR,TBR,4,1,3:02,42419,2017-04-29 15:07:00,2017-04-29 18:09:00
TOR,TBR,3,1,3:02,42986,2017-04-30 13:07:00,2017-04-30 16:09:00
TOR,CLE,4,2,2:55,40014,2017-05-08 19:07:00,2017-05-08 22:02:00
TOR,CLE,0,6,2:46,32688,2017-05-09 19:07:00,2017-05-09 21:53:00
TOR,CLE,8,7,3:31,35115,2017-05-10 19:07:00,2017-05-10 22:38:00
TOR,SEA,7,2,2:45,29120,2017-05-11 19:07:00,2017-05-11 21:52:00
TOR,SEA,4,0,2:36,32865,2017-05-12 19:07:00,2017-05-12 21:43:00
TOR,SEA,7,2,3:25,42346,2017-05-13 15:07:00,2017-05-13 18:32:00
TOR,SEA,3,2,3:17,42030,2017-05-14 13:07:00,2017-05-14 16:24:00
TOR,ATL,6,10,3:15,29766,2017-05-15 19:07:00,2017-05-15 22:22:00
TOR,ATL,5,9,3:07,34431,2017-05-16 12:37:00,2017-05-16 15:44:00
TOR,TEX,7,6,3:30,40754,2017-05-26 19:07:00,2017-05-26 22:37:00
TOR,TEX,3,1,3:16,46825,2017-05-27 15:07:00,2017-05-27 18:23:00
TOR,TEX,1,3,2:53,46188,2017-05-28 13:07:00,2017-05-28 16:00:00
TOR,CIN,17,2,3:06,29844,2017-05-29 19:07:00,2017-05-29 22:13:00
TOR,CIN,6,4,2:53,32747,2017-05-30 19:07:00,2017-05-30 22:00:00
TOR,CIN,5,4,2:53,44058,2017-05-31 12:37:00,2017-05-31 15:30:00
TOR,NYY,2,12,3:10,37722,2017-06-01 19:07:00,2017-06-01 22:17:00
TOR,NYY,7,5,3:13,44261,2017-06-02 19:07:00,2017-06-02 22:20:00
TOR,NYY,0,7,3:00,47226,2017-06-03 15:07:00,2017-06-03 18:07:00
TOR,NYY,3,2,2:27,46782,2017-06-04 13:07:00,2017-06-04 15:34:00
TOR,TBR,1,8,3:15,39404,2017-06-13 19:07:00,2017-06-13 22:22:00
TOR,TBR,7,6,3:07,37734,2017-06-14 19:07:00,2017-06-14 22:14:00
TOR,CHW,4,11,3:05,39071,2017-06-16 19:07:00,2017-06-16 22:12:00
TOR,CHW,2,5,2:44,47171,2017-06-17 15:07:00,2017-06-17 17:51:00
TOR,CHW,7,3,3:01,46599,2017-06-18 13:07:00,2017-06-18 16:08:00
TOR,BAL,1,3,3:00,40606,2017-06-27 19:07:00,2017-06-27 22:07:00
TOR,BAL,4,0,2:27,38847,2017-06-28 19:07:00,2017-06-28 21:34:00
TOR,BAL,0,2,2:20,37291,2017-06-29 19:07:00,2017-06-29 21:27:00
TOR,BOS,4,7,4:44,41357,2017-06-30 19:07:00,2017-06-30 23:51:00
TOR,BOS,1,7,2:54,46672,2017-07-01 15:07:00,2017-07-01 18:01:00
TOR,BOS,1,15,3:34,46696,2017-07-02 13:07:00,2017-07-02 16:41:00
TOR,HOU,7,4,3:18,40949,2017-07-06 19:07:00,2017-07-06 22:25:00
TOR,HOU,2,12,3:00,37332,2017-07-07 19:07:00,2017-07-07 22:07:00
TOR,HOU,7,2,2:44,46659,2017-07-08 15:07:00,2017-07-08 17:51:00
TOR,HOU,1,19,3:24,46622,2017-07-09 13:07:00,2017-07-09 16:31:00
TOR,OAK,4,2,2:37,39613,2017-07-24 19:07:00,2017-07-24 21:44:00
TOR,OAK,4,1,2:55,40624,2017-07-25 19:07:00,2017-07-25 22:02:00
TOR,OAK,3,2,2:51,41984,2017-07-26 19:07:00,2017-07-26 21:58:00
TOR,OAK,8,4,3:28,47484,2017-07-27 12:37:00,2017-07-27 16:05:00
TOR,LAA,2,7,2:47,39828,2017-07-28 19:07:00,2017-07-28 21:54:00
TOR,LAA,5,6,2:52,46502,2017-07-29 15:07:00,2017-07-29 17:59:00
TOR,LAA,11,10,3:38,46852,2017-07-30 13:07:00,2017-07-30 16:45:00
TOR,NYY,4,2,2:50,41596,2017-08-08 19:07:00,2017-08-08 21:57:00
TOR,NYY,5,11,3:44,39554,2017-08-09 19:07:00,2017-08-09 22:51:00
TOR,NYY,4,0,2:55,43212,2017-08-10 19:07:00,2017-08-10 22:02:00
TOR,PIT,2,4,2:41,35965,2017-08-11 19:07:00,2017-08-11 21:48:00
TOR,PIT,7,2,2:50,46179,2017-08-12 15:07:00,2017-08-12 17:57:00
TOR,PIT,7,1,2:51,43618,2017-08-13 13:07:00,2017-08-13 15:58:00
TOR,TBR,2,1,2:54,32151,2017-08-14 19:07:00,2017-08-14 22:01:00
TOR,TBR,4,6,3:13,33718,2017-08-15 19:07:00,2017-08-15 22:20:00
TOR,TBR,3,2,3:10,36784,2017-08-16 19:07:00,2017-08-16 22:17:00
TOR,TBR,5,3,3:01,46855,2017-08-17 12:37:00,2017-08-17 15:38:00
TOR,MIN,1,6,3:05,37525,2017-08-25 19:07:00,2017-08-25 22:12:00
TOR,MIN,10,9,3:04,45591,2017-08-26 15:07:00,2017-08-26 18:11:00
TOR,MIN,2,7,3:18,42478,2017-08-27 13:07:00,2017-08-27 16:25:00
TOR,BOS,5,6,3:23,35630,2017-08-28 19:07:00,2017-08-28 22:30:00
TOR,BOS,0,3,2:44,34674,2017-08-29 19:07:00,2017-08-29 21:51:00
TOR,BOS,1,7,2:58,37693,2017-08-30 19:07:00,2017-08-30 22:05:00
TOR,DET,4,5,2:34,31961,2017-09-08 19:07:00,2017-09-08 21:41:00
TOR,DET,5,4,3:03,44218,2017-09-09 15:07:00,2017-09-09 18:10:00
TOR,DET,8,2,2:48,39797,2017-09-10 13:07:00,2017-09-10 15:55:00
TOR,BAL,4,3,2:44,28401,2017-09-11 19:07:00,2017-09-11 21:51:00
TOR,BAL,3,2,2:40,29055,2017-09-12 19:07:00,2017-09-12 21:47:00
TOR,BAL,1,2,2:40,31714,2017-09-13 19:07:00,2017-09-13 21:47:00
TOR,KCR,5,2,2:27,33554,2017-09-19 19:07:00,2017-09-19 21:34:00
TOR,KCR,5,15,3:01,33050,2017-09-20 19:07:00,2017-09-20 22:08:00
TOR,KCR,0,1,2:39,35861,2017-09-21 19:07:00,2017-09-21 21:46:00
TOR,NYY,8,1,2:32,42153,2017-09-22 19:07:00,2017-09-22 21:39:00
TOR,NYY,1,5,2:54,46949,2017-09-23 15:07:00,2017-09-23 18:01:00
TOR,NYY,9,5,3:17,47394,2017-09-24 13:07:00,2017-09-24 16:24:00
TOR,NYY,1,6,2:51,48115,2018-03-29 12:37:00,2018-03-29 15:28:00
TOR,NYY,2,4,2:49,33716,2018-03-30 19:07:00,2018-03-30 21:56:00
TOR,NYY,5,3,2:37,37692,2018-03-31 15:07:00,2018-03-31 17:44:00
TOR,NYY,7,4,3:03,29091,2018-04-01 13:07:00,2018-04-01 16:10:00
TOR,CHW,4,2,2:51,16629,2018-04-02 19:07:00,2018-04-02 21:58:00
TOR,CHW,14,5,3:27,17451,2018-04-03 19:07:00,2018-04-03 22:34:00
TOR,CHW,3,4,2:56,17268,2018-04-04 19:07:00,2018-04-04 22:03:00
TOR,KCR,11,3,2:56,,2018-04-17 12:37:00,2018-04-17 15:33:00
TOR,KCR,5,4,3:37,18645,2018-04-17 12:37:00,2018-04-17 16:14:00
TOR,KCR,15,5,3:05,28803,2018-04-18 12:37:00,2018-04-18 15:42:00
TOR,BOS,4,3,2:51,20070,2018-04-24 19:07:00,2018-04-24 21:58:00
TOR,BOS,3,4,3:04,18914,2018-04-25 19:07:00,2018-04-25 22:11:00
TOR,BOS,4,5,3:08,23571,2018-04-26 19:07:00,2018-04-26 22:15:00
TOR,TEX,4,6,2:50,26312,2018-04-27 19:07:00,2018-04-27 21:57:00
TOR,TEX,4,7,3:00,39176,2018-04-28 15:07:00,2018-04-28 18:07:00
TOR,TEX,7,2,2:37,31669,2018-04-29 13:07:00,2018-04-29 15:44:00
TOR,SEA,0,5,2:19,20513,2018-05-08 19:07:00,2018-05-08 21:26:00
TOR,SEA,5,2,3:08,20290,2018-05-09 19:07:00,2018-05-09 22:15:00
TOR,SEA,3,9,2:58,22315,2018-05-10 19:07:00,2018-05-10 22:05:00
TOR,BOS,5,3,3:54,28695,2018-05-11 19:07:00,2018-05-11 23:01:00
TOR,BOS,2,5,3:11,37588,2018-05-12 15:07:00,2018-05-12 18:18:00
TOR,BOS,3,5,3:42,37888,2018-05-13 13:07:00,2018-05-13 16:49:00
TOR,OAK,5,10,3:34,22893,2018-05-17 19:07:00,2018-05-17 22:41:00
TOR,OAK,1,3,2:55,21703,2018-05-18 19:07:00,2018-05-18 22:02:00
TOR,OAK,4,5,3:16,35786,2018-05-19 15:07:00,2018-05-19 18:23:00
TOR,OAK,2,9,3:11,30676,2018-05-20 13:07:00,2018-05-20 16:18:00
TOR,LAA,5,3,2:31,21480,2018-05-22 19:07:00,2018-05-22 21:38:00
TOR,LAA,4,5,3:45,25504,2018-05-23 19:07:00,2018-05-23 22:52:00
TOR,LAA,1,8,2:53,43344,2018-05-24 12:37:00,2018-05-24 15:30:00
TOR,NYY,2,7,2:38,29308,2018-06-05 19:07:00,2018-06-05 21:45:00
TOR,NYY,0,3,3:41,27838,2018-06-06 19:07:00,2018-06-06 22:48:00
TOR,BAL,5,4,3:13,24494,2018-06-07 19:07:00,2018-06-07 22:20:00
TOR,BAL,5,1,2:44,28863,2018-06-08 19:07:00,2018-06-08 21:51:00
TOR,BAL,4,3,3:19,34643,2018-06-09 15:07:00,2018-06-09 18:26:00
TOR,BAL,13,3,3:03,33485,2018-06-10 13:07:00,2018-06-10 16:10:00
TOR,WSN,6,5,2:35,29633,2018-06-15 19:07:00,2018-06-15 21:42:00
TOR,WSN,2,0,2:34,36044,2018-06-16 15:07:00,2018-06-16 17:41:00
TOR,WSN,8,6,3:30,35146,2018-06-17 13:07:00,2018-06-17 16:37:00
TOR,ATL,4,11,3:03,32466,2018-06-19 19:07:00,2018-06-19 22:10:00
TOR,ATL,5,4,2:30,45563,2018-06-20 12:37:00,2018-06-20 15:07:00
TOR,DET,3,2,2:33,24068,2018-06-29 19:07:00,2018-06-29 21:40:00
TOR,DET,4,3,2:38,27066,2018-06-30 15:07:00,2018-06-30 17:45:00
TOR,DET,1,9,2:31,37445,2018-07-01 13:07:00,2018-07-01 15:38:00
TOR,DET,2,3,2:44,29575,2018-07-02 12:37:00,2018-07-02 15:21:00
TOR,NYM,8,6,3:13,24010,2018-07-03 19:07:00,2018-07-03 22:20:00
TOR,NYM,3,6,2:46,26038,2018-07-04 19:07:00,2018-07-04 21:53:00
TOR,NYY,6,2,3:07,37254,2018-07-06 19:07:00,2018-07-06 22:14:00
TOR,NYY,5,8,3:31,44352,2018-07-07 15:07:00,2018-07-07 18:38:00
TOR,NYY,1,2,2:51,39866,2018-07-08 13:07:00,2018-07-08 15:58:00
TOR,BAL,8,7,3:01,31115,2018-07-20 19:07:00,2018-07-20 22:08:00
TOR,BAL,4,1,2:30,35912,2018-07-21 15:07:00,2018-07-21 17:37:00
TOR,BAL,5,4,2:54,39021,2018-07-22 13:07:00,2018-07-22 16:01:00
TOR,MIN,3,8,3:18,25405,2018-07-23 19:07:00,2018-07-23 22:25:00
TOR,MIN,0,5,2:30,31933,2018-07-24 19:07:00,2018-07-24 21:37:00
TOR,MIN,6,12,4:20,32686,2018-07-25 12:37:00,2018-07-25 16:57:00
TOR,BOS,7,10,3:27,31855,2018-08-07 19:07:00,2018-08-07 22:34:00
TOR,BOS,5,10,3:02,36798,2018-08-08 19:07:00,2018-08-08 22:09:00
TOR,BOS,8,5,2:49,28415,2018-08-09 19:07:00,2018-08-09 21:56:00
TOR,TBR,0,7,2:27,23082,2018-08-10 19:07:00,2018-08-10 21:34:00
TOR,TBR,1,3,2:56,38797,2018-08-11 15:07:00,2018-08-11 18:03:00
TOR,TBR,2,1,2:34,33746,2018-08-12 13:07:00,2018-08-12 15:41:00
TOR,BAL,5,3,2:34,25031,2018-08-20 19:07:00,2018-08-20 21:41:00
TOR,BAL,8,2,2:39,25855,2018-08-21 19:07:00,2018-08-21 21:46:00
TOR,BAL,6,0,2:37,40595,2018-08-22 12:37:00,2018-08-22 15:14:00
TOR,PHI,4,2,2:43,26292,2018-08-24 19:07:00,2018-08-24 21:50:00
TOR,PHI,8,6,2:59,33127,2018-08-25 15:07:00,2018-08-25 18:06:00
TOR,PHI,3,8,3:17,28209,2018-08-26 13:07:00,2018-08-26 16:24:00
TOR,TBR,1,7,2:39,18034,2018-09-03 19:07:00,2018-09-03 21:46:00
TOR,TBR,0,4,2:38,17594,2018-09-04 19:07:00,2018-09-04 21:45:00
TOR,TBR,10,3,2:42,17872,2018-09-05 19:07:00,2018-09-05 21:49:00
TOR,CLE,4,9,2:53,20618,2018-09-06 19:07:00,2018-09-06 22:00:00
TOR,CLE,3,2,3:51,26830,2018-09-07 19:07:00,2018-09-07 22:58:00
TOR,CLE,8,9,3:38,35353,2018-09-08 15:07:00,2018-09-08 18:45:00
TOR,CLE,6,2,2:43,31184,2018-09-09 13:07:00,2018-09-09 15:50:00
TOR,TBR,9,8,3:13,19478,2018-09-20 19:07:00,2018-09-20 22:20:00
TOR,TBR,3,11,3:20,21167,2018-09-21 19:07:00,2018-09-21 22:27:00
TOR,TBR,5,2,2:44,27648,2018-09-22 15:07:00,2018-09-22 17:51:00
TOR,TBR,2,5,2:41,23944,2018-09-23 13:07:00,2018-09-23 15:48:00
TOR,HOU,3,5,3:12,23463,2018-09-24 19:07:00,2018-09-24 22:19:00
TOR,HOU,1,4,3:00,28440,2018-09-25 19:07:00,2018-09-25 22:07:00
TOR,HOU,3,1,2:27,22828,2018-09-26 12:37:00,2018-09-26 15:04:00
